Text,Created At,Favorite Count,Id Str,In Reply To Screen Name,In Reply To Status Id Str,Lang,Retweet Count,Source,Is Retweet
Foreign investors may finally be losing their appetite for Egypt's $18 billion debt https://t.co/xRq0d2abge https://t.co/PFfci04I8w,10/12/2017 5:44,15,9.18E+17,,,en,16,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Slowdown reflects an investment in India's future, writes @Moss_Eco https://t.co/8cKtfYPkCn via @BV https://t.co/feYvsyBa7p",10/12/2017 5:47,15,9.18E+17,,,en,11,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
No more anonymous stir-frying of Chinese stocks from Hong Kong https://t.co/71yeKblpBi via @gadfly https://t.co/10kXAfEjdF,10/12/2017 5:51,21,9.18E+17,,,en,10,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"How to gain power in China: Be a man, run a big city, and start climbing the ladder https://t.co/EgTtN9PpO8 https://t.co/4cXZ4640f0",10/12/2017 5:58,25,9.18E+17,,,en,17,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"With the Brexit talks stuck, Britain is preparing for the worst https://t.co/zyaRrVBaGg https://t.co/XBc9jYrvKG",10/12/2017 6:08,17,9.18E+17,,,en,23,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
A witness at the Kim Jong Nam murder trial says there are 4 more suspects at large https://t.co/jGDovWiSb0 https://t.co/69aJjtej6L,10/12/2017 6:11,14,9.18E+17,,,en,8,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"A Danish company says it can ""wash"" trash and turn it into energy in 12 hours https://t.co/QKZ4Vz43ah https://t.co/fThWpZZjPI",10/12/2017 6:15,88,9.18E+17,,,en,53,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Softbank shares head for a 17-year high https://t.co/DBdCEnlrJA https://t.co/ppHXLGI0JR,10/12/2017 6:18,23,9.18E+17,,,en,18,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Emmanuel Macron is on a path to reform France's job laws, some of which are decades old https://t.co/xFi98c8Qxm https://t.co/bV2ue479b4",10/12/2017 6:22,41,9.18E+17,,,en,19,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"So you're buying a Jaguar F-Type SVR. Should you get the convertible, or the coupe? https://t.co/1HNCQlVaHu https://t.co/IDigTe52JB",10/12/2017 6:26,29,9.18E+17,,,en,11,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Xi’s legacy may rest on the world’s biggest infrastructure project https://t.co/3fOHZTt7H4 https://t.co/hNNhLSPHjT,10/12/2017 6:29,22,9.18E+17,,,en,12,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Ben Affleck tweets apology for acting ""inappropriately"" as Harvey Weinstein scandal widens https://t.co/XIDkB31RwU https://t.co/IP1KcuuGCx",10/12/2017 6:33,20,9.18E+17,,,en,21,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Shares in China's biggest bank have doubled - and it's still seen as undervalued https://t.co/jj2q5fhXnA https://t.co/fKqCQFY6aq,10/12/2017 6:36,12,9.18E+17,,,en,14,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
This app is helping migrants to call home https://t.co/DZFsfFqzlZ https://t.co/kZ1d3XqJv6,10/12/2017 6:40,18,9.18E+17,,,en,13,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"A hard Brexit would cost about £11,500 ($15,000) per British worker by 2030, Rabobank says https://t.co/SDznLsjnKf https://t.co/tdViGNZ2cA",10/12/2017 6:50,34,9.18E+17,,,en,46,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Fans of digital currency Ether can now buy ETNs—in Sweden https://t.co/oUbViDuppl https://t.co/moEq31O2vx,10/12/2017 6:54,31,9.18E+17,,,en,19,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Queen Elizabeth won’t lay a war memorial wreath this year, in a break with tradition https://t.co/A2OcznUhJJ https://t.co/Y30FChV7LP",10/12/2017 6:57,17,9.18E+17,,,en,25,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"The economics Nobel tries to catch up to the field, says @Noahpinion https://t.co/cScwcRntKY via @BV https://t.co/VMU0fI9cr7",10/12/2017 7:04,20,9.18E+17,,,en,14,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
RT @Brexit: It was all meant to be coming together by now - plus Thursday's other Brexit headlines https://t.co/MDGw8SVaBj https://t.co/HRj…,10/12/2017 7:06,0,9.18E+17,,,en,23,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Yes
Oil falls after signs that U.S. reserves have grown https://t.co/FLXOLA1vKF https://t.co/U4A1R1x4ZA,10/12/2017 7:14,19,9.18E+17,,,en,16,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
How to turn trash into energy in 12 hours https://t.co/ryA3koIhbK https://t.co/C7nHF2Brzr,10/12/2017 7:21,64,9.18E+17,,,en,31,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
The bicycle maker that’s creating good jobs for ex-cons https://t.co/JTx88F0JBr https://t.co/4AGToADBaV,10/12/2017 7:25,69,9.18E+17,,,en,40,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Short sellers are targeting this Chinese stock https://t.co/c81A5WF3qj https://t.co/gcwspbTG3E,10/12/2017 7:28,8,9.18E+17,,,en,3,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Uniqlo, 7-Eleven owners bet overseas to counter an aging Japan https://t.co/drkPOWp7dT https://t.co/2whLLRn14Q",10/12/2017 7:31,21,9.18E+17,,,en,18,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Ghana's cocoa farmers face uncertainty over pay after prices collapse 30% in a year https://t.co/RWvtQjICu7 https://t.co/TzAEQL2X2N,10/12/2017 7:35,29,9.18E+17,,,en,37,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
EU is stepping back from Brexit concessions it was understood to be considering last month https://t.co/w1ea2frfZc https://t.co/fRBtFIhMtS,10/12/2017 7:38,13,9.18E+17,,,en,20,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Facebook unveils $199 wireless VR headset https://t.co/ZSlX6TTfoV https://t.co/nYxvw44v0b,10/12/2017 7:41,43,9.18E+17,,,de,23,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Why Toyota's decision to prune its lineup is a welcome move https://t.co/P7hO1MapYN via @gadfly https://t.co/rzEMuLyv84,10/12/2017 7:45,12,9.18E+17,,,en,9,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Bond market perceptions are all wrong, says Lars Christensen at @MaMoMVPY https://t.co/WZm9EZJ2af via @BV https://t.co/6VGlrTcN1f",10/12/2017 7:48,10,9.18E+17,,,en,12,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"""Spooked"" homebuyers leave London's estate agents at their most downbeat since 2010 https://t.co/vUgoebCR3Q https://t.co/KtnKKMEM0H",10/12/2017 7:52,16,9.18E+17,,,en,7,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Iran finds itself at the center of another proxy war, but this time it's at the UN https://t.co/iphRU7MswW https://t.co/wv9JXJSUCr",10/12/2017 7:55,13,9.18E+17,,,en,16,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
An exclusive tour of the most expensive house on Earth https://t.co/QcTGA9paVI https://t.co/JKY1DX4NI0,10/12/2017 7:59,66,9.18E+17,,,en,44,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Rex Tillerson calls Turkish foreign minister over recent detentions of U.S. citizens https://t.co/8K0a6tgcCA https://t.co/mBtYryW6RW,10/12/2017 8:02,10,9.18E+17,,,en,14,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Italy knows how to solve Catalonia's problem https://t.co/clMqXH38K3 via @BV https://t.co/j6b9XhLKLT,10/12/2017 8:06,42,9.18E+17,,,en,27,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Amazon is willing to team up with Apple, Google on Alexa voice assistant https://t.co/UqvWvBqysl https://t.co/eIVUFbKLiG",10/12/2017 8:12,31,9.18E+17,,,en,27,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Singapore's central bank looks likely to remain on hold on Friday https://t.co/VCLkD0V1kV https://t.co/uDXEwoi72V,10/12/2017 8:26,11,9.18E+17,,,en,12,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Yours for just $410 million https://t.co/QcTGA9paVI https://t.co/T6CmLTK3Uy,10/12/2017 8:27,15,9.18E+17,business,9.18E+17,en,10,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",No
India needs overseas help to raise production from its aging oil fields https://t.co/88A8dPi1O3 https://t.co/EC59IgBorW,10/12/2017 8:33,10,9.18E+17,,,en,12,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Praet says ECB may reveal more on reinvestments in near future https://t.co/7AJbfwqeu7 https://t.co/fu4GUtVGKu,10/12/2017 8:36,7,9.18E+17,,,en,4,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
China's car sales rise for the 4th month as demand for premium vehicles increases https://t.co/Tfg4JjNeGi https://t.co/i5v09taHmr,10/12/2017 8:40,13,9.18E+17,,,en,11,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Europe's best-performing stock has really taken off this year https://t.co/2IFTDEO3wf https://t.co/q1nRkTn9JJ,10/12/2017 8:43,12,9.18E+17,,,en,11,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
A Nigerian court seizes 56 houses linked to a former oil minister https://t.co/L11Sv1YMpL https://t.co/bHe6C1tWKW,10/12/2017 8:47,38,9.18E+17,,,en,69,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Spanish bonds face turbulent times because of Catalonia standoff and ECB meeting https://t.co/u8BSThmmWm https://t.co/TpetZZOXuo,10/12/2017 8:50,9,9.18E+17,,,en,16,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Billionaire Kumar Mangalam Birla sees only a few Indian telecom firms surviving a price war https://t.co/genXhOnZXf https://t.co/KoIF1VODyg,10/12/2017 8:53,11,9.18E+17,,,en,12,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"London's new Crossrail passes within 550 feet of City Airport, but there's no station https://t.co/PLdN9W8smE https://t.co/5vLhbz0aEB",10/12/2017 8:57,19,9.18E+17,,,en,16,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Britain has a balancing act between capping energy prices and boosting supplies https://t.co/ti8KbMOxLr https://t.co/BwEjRpsmgG,10/12/2017 9:00,9,9.18E+17,,,en,4,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Bitcoin. Wow https://t.co/Y8MJyZn2uu https://t.co/tRv0FwFG2u,10/12/2017 9:01,877,9.18E+17,,,en,693,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Why Hong Kong is needlessly inviting trouble and dirty money https://t.co/GubrMjTu2F via @gadfly https://t.co/T5yMl7JxdP,10/12/2017 9:04,5,9.18E+17,,,en,8,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Not fur us. Gucci plans to drop animal fur from its collections https://t.co/G2mbdMgLes https://t.co/e8JjfLWXR7,10/12/2017 9:07,43,9.18E+17,,,en,18,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
A bank has put a price on a hard Brexit https://t.co/iBKUMdncDl https://t.co/9abWlm4lQ3,10/12/2017 9:11,11,9.18E+17,,,en,14,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Rose McGowan says her Twitter account has been ""limited"" after Harvey Weinstein allegations https://t.co/dv0vIkJPCc https://t.co/NrvUP7xqwA",10/12/2017 9:14,71,9.18E+17,,,en,95,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Another record high for bitcoin, which surges past $5,000 https://t.co/LmBlt73muu https://t.co/5GTnaZI3bv",10/12/2017 9:15,99,9.18E+17,business,9.18E+17,en,73,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",No
Indonesia's corporate bonds are performing the best in Asia this year https://t.co/vGcrthdD0a https://t.co/xO9qQtsgtC,10/12/2017 9:18,22,9.18E+17,,,en,27,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
The 'Tencent of Southeast Asia' isn't really like Tencent at all https://t.co/wVfFn7KhH9 https://t.co/RpKGzmPM6H,10/12/2017 9:21,12,9.18E+17,,,en,7,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Kenya's economy is suffering from a political stalemate https://t.co/Oq6lJx3OPk https://t.co/dcq0aaBZx6,10/12/2017 9:24,10,9.18E+17,,,en,19,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Anger at India's slowdown is giving Modi a very big headache https://t.co/8G3jdl3vHX https://t.co/cinGKbCv5l,10/12/2017 9:28,8,9.18E+17,,,en,11,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Singapore home-sharing is quietly growing despite rules on short-term rental https://t.co/MHdZ7BI4hY https://t.co/J9YxBRVGaE,10/12/2017 9:31,19,9.18E+17,,,en,14,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
China is trying to help small companies by freeing up cash https://t.co/jySmcxdtOr https://t.co/ImhOe7qmfH,10/12/2017 9:35,21,9.18E+17,,,en,16,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Bullet train wheel parts made by Kobe Steel failed quality tests https://t.co/xSXNCtbUNu https://t.co/MCpDFDGXXK,10/12/2017 9:38,26,9.18E+17,,,en,41,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
This app is helping migrants to call home https://t.co/0IV1f5Ipf1 https://t.co/8ejKIsTbCA,10/12/2017 9:52,15,9.18E+17,,,en,14,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Obama is about to return to the campaign trail for the first time since he left office https://t.co/l6b0cbDuLS https://t.co/whj36mEH0X,10/12/2017 10:03,124,9.18E+17,,,en,41,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Trump repeats Obama's mistakes with Turkey, writes @EliLake https://t.co/pFTsqPGeof via @BV https://t.co/wrwyNtw5uQ",10/12/2017 10:07,30,9.18E+17,,,en,18,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
RT @BW: NEW COVER: The godfather of Mexican manufacturing couldn't care less about Donald Trump https://t.co/qAyPw03KAX https://t.co/f8laZq…,10/12/2017 10:15,0,9.18E+17,,,en,72,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Yes
Here’s a look inside each iPhone model https://t.co/8tY1pwf2DF https://t.co/AdvsO274qp,10/12/2017 10:19,51,9.18E+17,,,en,28,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"James Murdoch looks set to remain as chairman of Sky, defying those trying to oust him https://t.co/E5QeVq5vZr https://t.co/hW0EpALRwB",10/12/2017 10:25,13,9.18E+17,,,en,10,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Puerto Rico's power may be out, but most of its casinos are back https://t.co/s1SqxDlFAb https://t.co/dki31JuiZK",10/12/2017 10:28,11,9.18E+17,,,en,21,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
HSBC names John Flint as its next CEO https://t.co/G6zcT5Ii9F https://t.co/xlvg2Uh4Mj,10/12/2017 10:29,10,9.18E+17,,,en,18,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Michel Barnier and David Davis are giving an update as the latest Brexit talks ,10/12/2017 10:30,22,9.18E+17,,,en,20,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"BREAKING: Brexit talks have reached a deadlock, EU's Michel Barnier says https://t.co/jstWHyQ3DB https://t.co/xmrTIdXTht",10/12/2017 10:38,30,9.18E+17,,,en,70,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Ben Affleck tweets apology for acting ""inappropriately"" as Harvey Weinstein scandal widens https://t.co/zQ0paUnM8I https://t.co/tsPC1UaEo2",10/12/2017 10:39,22,9.18E+17,,,en,21,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Look at what happened to the pound when Michel Barnier said Brexit talks were deadlocked https://t.co/XY5cYiwF0k https://t.co/PM8iHYPwK1,10/12/2017 10:42,38,9.18E+17,,,en,65,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
This Mini deal could breach China's great wall https://t.co/XTmVV3zoRq via @gadfly https://t.co/rtelEHGeRf,10/12/2017 10:54,8,9.18E+17,,,en,8,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"There have been no negotiations on financial settlement for Brexit, Michel Barnier says https://t.co/kMXEEC13yf https://t.co/lYhqBEP2zT",10/12/2017 10:57,13,9.18E+17,,,en,25,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>",No
It was all meant to be coming together by now - plus Thursday's other Brexit headlines https://t.co/CJTObXml4N https://t.co/QqXziUQbB1,10/12/2017 10:58,8,9.18E+17,,,en,10,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Start the day right! Watch #Daybreak right now on @Twitter. LIVE https://t.co/9PALR8PSQC,10/12/2017 11:00,8,9.18E+17,,,en,7,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
FX traders' $2.2 trillion dream actually closer to $456 billion https://t.co/s6egujOyvq https://t.co/TXkX0jKG0n,10/12/2017 11:05,10,9.18E+17,,,en,14,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"There's still ""much work to be done"" on Brexit but ""we've come a long way,"" David Davis says https://t.co/kMXEEC13yf https://t.co/j33PIPECh1",10/12/2017 11:06,11,9.18E+17,,,en,14,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>",No
How Saudi Arabia is becoming “more repressive” as it seeks to reintroduce itself to the world… https://t.co/MHQWmBlSSQ,10/12/2017 11:09,62,9.18E+17,,,en,45,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"All eyes on the Fed transition, the latest on Brexit, and Wall Street earnings season begins https://t.co/8RylwDTATv https://t.co/L3wphtIMI9",10/12/2017 11:13,4,9.18E+17,,,en,11,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Who will be the next person to run the Fed? Kevin Warsh has leapt ahead among economists https://t.co/M6psXIl6qe https://t.co/Kp3gQocI7t,10/12/2017 11:17,11,9.18E+17,,,en,16,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Two people are arrested after hackers steal $60 million from a bank in Taiwan https://t.co/trVhAY6UJO https://t.co/FFpkImDOsJ,10/12/2017 11:25,16,9.18E+17,,,en,15,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Bitcoin hits another record high https://t.co/6aHnAMuiDj https://t.co/BZpkW8WYsh,10/12/2017 11:29,44,9.18E+17,,,en,50,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Here's what you need to know about the mounting allegations against Harvey Weinstein https://t.co/jdGaIDvTGb https://t.co/qmq3LVhCTb,10/12/2017 11:30,11,9.18E+17,,,en,10,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>",No
Pound falls for first time in 4 days after Michel Barnier speaks of deadlock on Brexit bill https://t.co/zATDuYpPeC https://t.co/ghzWBWjkF4,10/12/2017 11:31,33,9.18E+17,,,en,38,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
This was the moment when EU's Michel Barnier said there was deadlock in Brexit talks https://t.co/MuTyKTksBk https://t.co/ISfntyDt8P,10/12/2017 11:34,14,9.18E+17,,,en,21,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>",No
Walmart sells $6 billion of debt while battle with Amazon heats up https://t.co/KDniWP5wns https://t.co/C8duwOggLP,10/12/2017 11:37,20,9.18E+17,,,en,26,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
The godfather of Mexican manufacturing couldn't care less about Donald Trump https://t.co/5lhOfPSPO4 https://t.co/IAsvz1Q3Af,10/12/2017 11:40,80,9.18E+17,,,en,39,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Japan's PM looks set to keep his two-thirds majority after the election, polls say https://t.co/5F29rwqZHf https://t.co/PDeCwIEQYj",10/12/2017 11:44,22,9.18E+17,,,en,24,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
State and local deductions are the focus of a GOP tax meeting on Thursday https://t.co/lYwWdohPH8 https://t.co/zB6k3fwcoB,10/12/2017 11:49,15,9.18E+17,,,en,10,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Rose McGowan says her Twitter account has been ""limited"" after Harvey Weinstein allegations https://t.co/cPdmBjlgJO https://t.co/8LD5Sm9jWC",10/12/2017 11:53,123,9.18E+17,,,en,152,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
JPMorgan's profit machine motors on even as its trading revenue slumps https://t.co/3nesMNqsZD https://t.co/RzrrrGbGIY,10/12/2017 11:55,25,9.18E+17,,,en,16,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Here’s a look inside each iPhone model https://t.co/jRetUab6Kv https://t.co/iBz1nFdEH7,10/12/2017 11:57,48,9.18E+17,,,en,43,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Trump rethinks state-local tax issue after learning of its impact on middle-income taxpayers https://t.co/ueGkeGz5tG https://t.co/4BzoXUwTKB,10/12/2017 12:01,12,9.18E+17,,,en,7,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Justin Trudeau grapples with Donald Trump’s mixed messages on Nafta’s fate https://t.co/RaQKcxxBxo https://t.co/ZqmMy8GXkd,10/12/2017 12:06,42,9.18E+17,,,en,22,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"How to gain power in China: Be a man, run a big city, and start climbing the ladder https://t.co/SpguqjeF9I https://t.co/trEpHaPyp2",10/12/2017 12:11,15,9.18E+17,,,en,18,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
An early loss for Martin Luther King's movement offers a lesson for NFL protesters https://t.co/eGbNbkGLTq via @BV https://t.co/pULc5k7oJ2,10/12/2017 12:15,32,9.18E+17,,,en,22,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
An exclusive tour of the most expensive house on Earth https://t.co/g4BmRMZg1O https://t.co/TVNBQdMkLw,10/12/2017 12:19,24,9.18E+17,,,en,16,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
The emergency escape slide on some of Airbus's jets might be broken https://t.co/1Tu7pagDhW https://t.co/mUPQgFDkpV,10/12/2017 12:24,16,9.18E+17,,,en,15,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Citigroup's Corbat resumes cost squeeze as bond trading slumps https://t.co/ChEK8x6zBs https://t.co/iWKCy8avdK,10/12/2017 12:27,15,9.18E+17,,,en,10,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
LATEST: U.S. jobless claims fall to the lowest level since before major hurricanes https://t.co/lxbMqcFrUk https://t.co/Vng5z0A4HA,10/12/2017 12:32,17,9.18E+17,,,en,19,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
RT @BloombergCA: Foodies beware: the seeds used in Dijon mustard are in short supply https://t.co/hT7OlVEw9r https://t.co/FIH2YXq19z,10/12/2017 12:36,0,9.18E+17,,,en,7,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Yes
"Amazon's second HQ has set off a frenzy among governors, mayors, and bureaucrats around the country… https://t.co/0YGukdiYUB",10/12/2017 12:37,20,9.18E+17,,,en,23,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Marijuana growers could be wiped out by California fires https://t.co/hysackJB0r https://t.co/pvzeowIAC8,10/12/2017 12:42,44,9.18E+17,,,en,31,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"Federal responders can't stay in Puerto Rico forever, President Trump says https://t.co/Y5gRCWZRKR https://t.co/4uS7TgxrKQ",10/12/2017 12:46,14,9.18E+17,,,en,14,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
This steak-sharing startup targets foodies looking for high-end beef https://t.co/seQXJdj8Ps https://t.co/hgyVDdhJU1,10/12/2017 12:51,19,9.18E+17,,,en,13,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
A Canadian maverick switched from mining gold to mining bitcoins and his stock is soaring https://t.co/AW98VEY8q1 https://t.co/7ithg9cyP1,10/12/2017 12:55,28,9.18E+17,,,en,21,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"After a decade of divisions, Palestinian factions strike a reconciliation deal https://t.co/X3lAUS7tOy https://t.co/HSzbNnmhfZ",10/12/2017 12:55,24,9.18E+17,,,en,26,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"A family has been released after years in captivity by a Taliban-linked group, officials say https://t.co/veGjHPoNpt https://t.co/M0j0mZHekg",10/12/2017 12:58,32,9.18E+17,,,en,17,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
House Democrat offers resolution to impeach Trump https://t.co/GNmdS5L3ji https://t.co/w9n6r5zWV6,10/12/2017 12:59,37,9.18E+17,,,en,17,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
Goldman Sachs is expanding trading activities in Switzerland https://t.co/Z8NH0SFJKK https://t.co/B0PSEYjlFT,10/12/2017 13:03,29,9.18E+17,,,en,9,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
"RT @BloombergCA: What do Canada, Mexico and the U.S. need from Nafta talks? @ScanlanDavid, @nncattan &amp; @kevcirilli break it down https://t.…",10/12/2017 13:04,0,9.18E+17,,,en,11,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Yes
This app is helping migrants to call home https://t.co/D40OZV0hat https://t.co/tbAckTjw7O,10/12/2017 13:05,14,9.18E+17,,,en,8,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",No
